Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1939.0,4.0,18.0,6.0,22.0,45.0,1.0,1.0,7.4,0.0,CHILE,NORTHERN CHILE,-27.0,-70.5,,0.0,,,,,,,,,,
1994.0,5.0,24.0,4.0,0.0,42.1,1.0,1.0,6.5,0.0,TAIWAN,TAIWAN,23.959,122.448,0.02,1.0,,,,,,,,,,
1932.0,9.0,9.0,13.0,38.0,52.0,2.0,1.0,6.2,0.0,INDONESIA,BANDA SEA,-3.57,128.35,,2.0,,0.0,,,,,,3.0,73.0,
2009.0,9.0,29.0,17.0,48.0,10.9,4.0,1.0,8.1,8.0,SAMOA,SAMOA ISLANDS,-15.489,-172.095,22.35,625.0,,,192.0,,,7.0,285.0,4.0,,
1897.0,6.0,20.0,,,,2.0,1.0,7.0,0.0,MEXICO,S. MEXICO,16.0,-95.0,,0.0,,,,,,,,2.0,,
1843.0,4.0,25.0,,,,4.0,1.0,8.4,3.0,JAPAN,SE. HOKKAIDO ISLAND,42.0,146.0,4.5,8.0,2.2,2.5,45.0,,,,,2.0,75.0,
1881.0,12.0,15.0,20.0,,,2.0,8.0,,0.0,GREECE,AETOLIKO LAGOON,38.4,21.4,2.0,0.0,,3.0,,,,,,,,
1879.0,7.0,29.0,,,,-1.0,1.0,,0.0,CROATIA,ADRIATIC SEA,,,,0.0,,3.0,,,,,,,,
1917.0,7.0,29.0,21.0,52.0,31.0,2.0,1.0,7.5,0.0,PAPUA NEW GUINEA,BISMARCK SEA,-3.705,141.729,0.9,1.0,,1.0,,,,,,,,
1855.0,9.0,25.0,,,,1.0,1.0,,0.0,HONDURAS,TRUJILLO,15.91,-85.96,,1.0,,,,,,,,3.0,,
1957.0,11.0,,,,,2.0,0.0,,0.0,SOLOMON ISLANDS,"MALAITA ISLAND, SOLOMON ISLANDS",-8.57,160.72,2.7,2.0,1.4,,,,,,,,,
1873.0,11.0,23.0,5.0,9.0,,3.0,3.0,6.7,0.0,USA,N. CALIFORNIA,42.0,-124.0,3.05,1.0,,,,,,,,,,
1982.0,1.0,11.0,6.0,10.0,6.4,2.0,1.0,7.1,0.0,PHILIPPINES,PHILIPPINES,13.752,124.358,0.1,1.0,,,,,,,,,,
2002.0,12.0,30.0,12.0,15.0,,4.0,7.0,,10.0,ITALY,STROMBOLI ISLAND,38.789,15.213,10.9,41.0,,5.0,,,,,,2.0,,
1933.0,12.0,12.0,14.0,11.0,18.0,2.0,1.0,,0.0,PAPUA NEW GUINEA,BISMARCK SEA,-5.0,151.0,,3.0,,,,,,,,1.0,,
2002.0,9.0,13.0,22.0,28.0,29.4,4.0,1.0,6.5,0.0,INDIA,"ANDAMAN ISLANDS, INDIA",13.036,93.068,,4.0,,,2.0,,,,,2.0,40.0,
1861.0,3.0,,,,,2.0,0.0,,0.0,INDONESIA,BANDA SEA,-3.7,128.2,1.8,1.0,,1.0,,,,,,1.0,,
1867.0,10.0,4.0,,,,2.0,1.0,,0.0,GREECE,IONIAN SEA,,,,0.0,,,,,,,,,,
1822.0,8.0,13.0,20.0,,,2.0,1.0,7.1,0.0,TURKEY,ANTIOCHIA,36.0,36.0,,3.0,,3.0,8000.0,,,,,4.0,,
1962.0,5.0,28.0,22.0,57.0,47.0,1.0,1.0,4.5,1.0,GREECE,NORTH AEGEAN SEA,39.8,25.0,,1.0,,,,,,,,,,
1958.0,9.0,17.0,12.0,24.0,,2.0,1.0,5.0,0.0,RUSSIA,N. KURIL ISLANDS,48.6,156.1,0.23,1.0,-2.3,-1.0,,,,,,,,
1904.0,3.0,30.0,,,,-1.0,9.0,,0.0,USA,WASHINGTON-OREGON,,,,5.0,,0.5,,,,,,,,
1972.0,9.0,6.0,11.0,42.0,23.9,-1.0,1.0,5.2,0.0,JAPAN,JAPAN,32.9,130.3,,0.0,,,,,,,,,,
1802.0,1.0,4.0,7.0,,,2.0,1.0,,0.0,CROATIA,BAKAR,45.3,14.4,,3.0,,3.0,,,,,,,,
1914.0,6.0,25.0,19.0,7.0,25.9,2.0,1.0,7.6,0.0,INDONESIA,INDONESIA,-3.924,101.82,,1.0,,,20.0,,,20.0,,1.0,,
1987.0,7.0,6.0,2.0,49.0,42.7,3.0,1.0,6.7,0.0,VANUATU,VANUATU ISLANDS,-14.074,167.828,0.1,1.0,,,,,,,,,,
1927.0,7.0,11.0,13.0,4.0,,2.0,1.0,6.3,1.0,ISRAEL,DEAD SEA,32.0,35.5,1.0,0.0,,,268.0,,,,,3.0,,
1956.0,3.0,5.0,23.0,29.0,,4.0,1.0,6.3,0.0,JAPAN,NE. HOKKAIDO ISLAND,44.3,144.1,0.4,1.0,-1.3,-2.0,,,,,,,,
1875.0,3.0,18.0,18.0,0.0,51.0,4.0,1.0,,0.0,ITALY,ADRIATIC SEA,44.2,12.4,,0.0,,4.0,,,,,,,,
1846.0,9.0,12.0,,,,3.0,1.0,,0.0,ITALY,TUSCANY,,,,0.0,,,,,,,,,,
1864.0,5.0,19.0,,,,1.0,1.0,,0.0,HAITI,JACMEL,18.2,-72.53,,0.0,,,,,,,,2.0,,
2020.0,11.0,14.0,15.0,0.0,0.0,4.0,8.0,,0.0,SPAIN,"VALLE GRAN REY, LA GOMERA ISLAND",28.08,-17.325,0.5,1.0,,,,,,,,,,
2010.0,2.0,26.0,20.0,31.0,26.9,3.0,1.0,7.0,0.0,JAPAN,RYUKYU ISLANDS,25.93,128.425,0.1,2.0,,,,,,,,,,
1987.0,11.0,17.0,8.0,46.0,53.3,4.0,1.0,7.2,0.0,USA,"GULF OF ALASKA, AK",58.586,-143.27,0.06,1.0,-3.3,,,,,,,,,
1971.0,9.0,8.0,11.0,48.0,23.4,4.0,1.0,6.6,0.0,RUSSIA,TATAR STRAIT,46.4,141.1,0.09,2.0,,-3.0,,,,,,,,
1832.0,3.0,8.0,1.0,15.0,,2.0,1.0,,0.0,ITALY,CUTRO,39.0,17.0,,1.0,,3.0,234.0,,,,,,,
1922.0,11.0,11.0,4.0,32.0,36.0,4.0,1.0,8.7,0.0,CHILE,NORTHERN CHILE,-28.553,-70.755,9.0,36.0,3.2,2.5,700.0,,,,,3.0,,
1934.0,1.0,15.0,8.0,43.0,18.0,0.0,1.0,8.0,0.0,NEPAL,"BIHAR-NEPAL, GANGES RIVER",26.773,86.76,,0.0,,,10600.0,,,,,4.0,,
1812.0,11.0,11.0,10.0,50.0,,2.0,1.0,,0.0,JAMAICA,KINGSTON,18.0,-76.8,,1.0,,,,,,,,2.0,,
1977.0,6.0,22.0,12.0,8.0,33.4,4.0,1.0,7.2,0.0,TONGA,TONGA TRENCH,-22.878,-175.9,0.4,19.0,,,1.0,,,5.0,1.2,2.0,,
1915.0,2.0,11.0,,,,1.0,9.0,,0.0,USA TERRITORY,"MANUA ISLANDS, AMERICAN SAMOA",-14.18,-169.66,2.4,1.0,,,3.0,,,,,,,
1906.0,4.0,4.0,,,,4.0,6.0,,0.0,ITALY,TYRRHENIAN SEA,40.821,14.426,0.4,0.0,,3.0,350.0,,,300.0,,,,
1978.0,7.0,23.0,14.0,42.0,36.9,3.0,1.0,7.4,0.0,TAIWAN,TAIWAN,22.282,121.512,0.05,1.0,-3.3,-1.0,,,,,,,,
2010.0,4.0,13.0,,,,2.0,0.0,,1.0,COOK ISLANDS,"MANGAIA ISLAND, COOK ISLANDS",-21.955,-157.92,,1.0,,,,,,,,,,
1928.0,11.0,20.0,20.0,35.0,7.0,2.0,1.0,7.1,0.0,CHILE,NORTHERN CHILE,-22.5,-70.5,,0.0,,,,,,,,,,
1973.0,3.0,17.0,8.0,30.0,51.8,4.0,1.0,7.5,0.0,PHILIPPINES,QUEZON,13.4,122.8,1.3,2.0,,,15.0,,,64.0,0.45,1.0,,
1946.0,11.0,1.0,11.0,14.0,24.0,1.0,1.0,7.0,0.0,USA,"ANDREANOF ISLANDS, AK",51.5,-174.5,,1.0,,,,,,,,,,
1856.0,8.0,4.0,,,,4.0,3.0,7.5,1.0,HONDURAS,BAY OF HONDURAS,16.0,-88.0,5.0,5.0,,,,,,,,3.0,,
1866.0,8.0,15.0,,,,1.0,0.0,,0.0,AUSTRALIA,SYDNEY HARBOR,-33.8,151.3,,0.0,,-1.0,,,,,,,,
1923.0,8.0,6.0,,,,1.0,0.0,,0.0,USA,"ROCKAWAY BEACH, NY",40.6,-73.5,,1.0,,,2.0,,,,,,,
1962.0,3.0,12.0,11.0,40.0,16.7,3.0,1.0,6.8,0.0,PANAMA,COSTA RICA-PANAMA,8.008,-82.757,0.1,2.0,-3.3,,,,,,,1.0,,
1970.0,10.0,31.0,17.0,53.0,9.3,4.0,3.0,7.3,0.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.907,145.471,3.0,3.0,0.3,0.5,18.0,,,20.0,1.75,2.0,800.0,
1865.0,3.0,1.0,,,,1.0,0.0,,0.0,JAPAN,RYUKYU ISLANDS,26.2,127.5,,1.0,,0.5,,,,,,,,
1816.0,12.0,20.0,,,,-1.0,8.0,,0.0,JAPAN,"W. IZU PENIN., JAPAN",,,,1.0,1.0,1.0,,,,,,,,
1852.0,1.0,9.0,,,,3.0,1.0,6.5,0.0,INDONESIA,JAVA,-6.5,105.5,,1.0,,0.5,,,,,,1.0,,
1960.0,5.0,24.0,,,,-1.0,0.0,6.7,0.0,CHILE,SOUTHERN CHILE,,,,0.0,,,,,,,,,,
1892.0,12.0,9.0,,,,4.0,1.0,6.5,0.0,JAPAN,SW. HONSHU ISLAND,37.0,136.8,,2.0,,0.0,1.0,,,,,,2.0,
1956.0,11.0,2.0,16.0,4.0,33.0,2.0,1.0,5.8,0.0,GREECE,NORTH AEGEAN,39.5,23.0,1.2,1.0,0.3,2.0,,,,,,,,
1950.0,3.0,14.0,18.0,10.0,41.0,2.0,1.0,5.8,0.0,NEW ZEALAND,N. NEW ZEALAND,-37.8,177.2,,1.0,,0.0,,,,,,,,
1846.0,9.0,19.0,,,,3.0,1.0,,0.0,ITALY,TUSCANY,,,,0.0,,,,,,,,,,
1985.0,9.0,21.0,1.0,37.0,13.4,4.0,1.0,7.6,0.0,MEXICO,MEXICO,17.802,-101.647,1.2,3.0,0.3,,,,,,,,,
1953.0,3.0,11.0,,,,4.0,6.0,,2.0,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,6.0,2.0,-1.0,-1.0,,,,,,,,
1952.0,9.0,26.0,3.0,33.0,0.0,4.0,6.0,,1.0,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.1,2.0,-1.0,-1.0,,,,,,,,
1852.0,9.0,16.0,10.0,30.0,,2.0,1.0,7.5,0.0,PHILIPPINES,W. LUZON ISLAND,14.0,120.5,,1.0,,1.5,3.0,,,1.0,,3.0,,
1884.0,2.0,,,,,2.0,6.0,,0.0,INDONESIA,KRAKATAU,-6.102,105.423,,0.0,,0.0,,,,,,,,
1984.0,8.0,15.0,,,,3.0,5.0,,0.0,CAMEROON,LAKE MONOUN,6.25,10.5,5.0,1.0,,,37.0,,,,,,,
1869.0,1.0,27.0,,,,2.0,1.0,,0.0,CHILE,CENTRAL CHILE,-36.6,-73.0,,1.0,,,,,,,,,,
1826.0,10.0,22.0,,,,-1.0,6.0,,0.0,USA,"UNIMAK ISLAND, AK",55.0,-165.0,,1.0,,,,,,,,,,
1840.0,2.0,14.0,,,,2.0,1.0,,0.0,INDONESIA,N. MOLUCCAS ISLANDS,0.8,127.325,,1.0,,0.5,,,,,,2.0,500.0,
1936.0,2.0,25.0,,,,1.0,0.0,,0.0,NAURU,"NAURU, OCEAN ISLAND",-0.5,166.9,,1.0,,,,,,,,,,
2013.0,2.0,8.0,15.0,26.0,38.4,4.0,1.0,7.0,0.0,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.928,166.018,0.09,1.0,,,,,,,,,,
1988.0,4.0,20.0,5.0,30.0,,4.0,8.0,,0.0,ITALY,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,2.0,1.0,,,,,,,,,,
1813.0,,,,,,-1.0,0.0,,0.0,USA,HAWAII,,,,1.0,1.0,1.0,,,,,,,,
1850.0,7.0,20.0,,,,1.0,8.0,,0.0,JAPAN,SANRIKU,39.5,142.0,2.0,0.0,1.0,0.0,,,,,,,,
1847.0,4.0,17.0,,,,3.0,1.0,,0.0,ITALY,LIVORNO,,,,0.0,,,,,,,,,,
1830.0,1.0,10.0,,,,1.0,0.0,,0.0,HOLLAND,HOLLAND,,,,0.0,,,,,,,,,,
1935.0,8.0,22.0,20.0,0.0,,1.0,9.0,,0.0,PORTUGAL,AZORES,,,,0.0,,,,,,,,1.0,,
1833.0,9.0,18.0,10.0,45.0,,1.0,1.0,7.7,0.0,PERU,S. PERU,-18.251,-71.01,9.0,1.0,,,700.0,,,25.0,,3.0,1001.0,
1974.0,2.0,1.0,3.0,12.0,33.1,4.0,1.0,7.1,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,4.5,4.0,2.2,2.0,,,,,,2.0,,
1988.0,4.0,30.0,,,,-1.0,9.0,,0.0,USA,S. CALIFORNIA,,,,1.0,,,,,,,,,,
2008.0,9.0,11.0,0.0,20.0,50.9,4.0,1.0,6.8,0.0,JAPAN,HOKKAIDO ISLAND,41.892,143.754,0.09,1.0,,,6.0,,,77.0,,3.0,,1000.0
1988.0,8.0,10.0,4.0,38.0,29.2,4.0,1.0,7.6,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,0.09,2.0,-3.3,,1.0,,,,,1.0,100.0,
1854.0,12.0,29.0,2.0,45.0,,2.0,1.0,,0.0,FRANCE,LIGURIAN SEA,43.8,7.9,,2.0,,,,,,,,2.0,,
2006.0,8.0,27.0,,,,2.0,9.0,,0.0,SOUTH KOREA,YELLOW SEA,,,,1.0,,,1.0,,,,,,,
1908.0,12.0,28.0,4.0,20.0,27.0,4.0,3.0,7.0,5.0,ITALY,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,13.0,87.0,,5.0,80000.0,,,,116.0,4.0,,
1932.0,11.0,4.0,,,,1.0,1.0,,0.0,VENEZUELA,CUMANA,10.5,-64.2,,1.0,,,,,,,,,,
1994.0,10.0,9.0,7.0,55.0,39.5,4.0,1.0,7.3,0.0,RUSSIA,S. KURIL ISLANDS,43.905,147.916,0.2,2.0,-3.3,-3.0,,,,,,,,
1855.0,2.0,17.0,,,,2.0,0.0,,0.0,PORTUGAL,AZORES,,,10.0,1.0,1.6,,,,,,,,,
1856.0,3.0,2.0,,,,4.0,6.0,,1.0,INDONESIA,SANGIHE ISLAND,3.67,125.5,,2.0,1.0,1.0,2806.0,,,,,3.0,,
1901.0,9.0,10.0,0.0,30.0,,2.0,1.0,7.0,0.0,PHILIPPINES,E. LUZON ISLAND,14.0,121.6,,1.0,,0.0,,,,,,2.0,,
1965.0,2.0,23.0,22.0,11.0,46.0,1.0,1.0,7.0,0.0,CHILE,NORTHERN CHILE,-25.67,-70.63,,0.0,,,,,,,,,,
1915.0,5.0,23.0,,,,1.0,1.0,,0.0,INDONESIA,KAIMANA,-3.644,133.695,0.5,1.0,,0.0,,,,,,,,
2018.0,1.0,23.0,9.0,32.0,29.0,4.0,1.0,7.9,0.0,USA,"KODIAK ISLAND, AK",56.004,-149.166,0.25,64.0,,,,,,,,1.0,,
1954.0,1.0,21.0,14.0,0.0,,3.0,9.0,,0.0,ARGENTINA,MAR DEL PLATA,-38.0,-57.0,1.0,1.0,,,,,,,,,,
1944.0,8.0,20.0,6.0,30.0,,4.0,6.0,,0.0,ITALY,STROMBOLI ISLAND,38.789,15.213,,1.0,,4.0,,,,,,1.0,1.0,
2002.0,3.0,31.0,6.0,52.0,50.4,4.0,1.0,7.1,0.0,TAIWAN,TAIWAN,24.279,122.179,0.2,11.0,,,5.0,,,200.0,,2.0,100.0,
2013.0,6.0,15.0,16.0,11.0,2.0,3.0,1.0,6.2,0.0,GREECE,CRETE,34.4,25.02,0.01,1.0,,,,,,,,,,
1946.0,6.0,23.0,17.0,13.0,19.0,4.0,3.0,7.3,1.0,CANADA,BRITISH COLUMBIA,49.87,-124.92,9.0,5.0,4.9,2.0,,,,,,1.0,,
1871.0,8.0,20.0,,,,2.0,1.0,,0.0,CHILE,CENTRAL CHILE,-33.1,-71.7,,2.0,-1.0,0.5,,,,,,,,
1855.0,3.0,20.0,0.0,30.0,,1.0,1.0,6.0,0.0,USA,N. CALIFORNIA,40.75,-124.2,,1.0,,0.0,,,,,,,,
1953.0,8.0,19.0,19.0,0.0,,0.0,8.0,,0.0,USA,"COLUMBIA RIVER VALLEY, WA",,,,1.0,,,,,,,,,,
1963.0,12.0,18.0,0.0,30.0,0.0,2.0,1.0,7.2,0.0,TONGA,TONGA TRENCH,-24.8,-176.6,,1.0,,0.5,,,,,,,,
1937.0,9.0,21.0,,,,-1.0,0.0,5.8,0.0,USA,"BERING SEA, AK",58.0,-165.0,,0.0,,1.0,,,,,,,,
1870.0,10.0,20.0,,,,2.0,3.0,,0.0,CANADA,"CAPE TRINITY, QUEBEC",47.4,-70.5,,0.0,,,2.0,,,,,1.0,16.0,
1995.0,11.0,22.0,4.0,15.0,11.9,4.0,1.0,7.2,0.0,EGYPT,GULF OF ELAT-AQABA,28.826,34.799,4.0,7.0,,,11.0,,,47.0,,2.0,,
1861.0,9.0,25.0,,,,3.0,1.0,6.5,0.0,INDONESIA,SW. SUMATRA,-1.5,100.0,,1.0,,1.5,,,,,,1.0,,
1989.0,10.0,29.0,19.0,9.0,12.9,2.0,1.0,5.9,0.0,ALGERIA,"ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,,1.0,,,30.0,,,245.0,5.0,2.0,,
1947.0,1.0,,,,,-1.0,9.0,,0.0,USA,HAWAII,,,,0.0,,0.0,,,,,,,,
1950.0,11.0,8.0,2.0,18.0,12.0,3.0,1.0,7.3,0.0,SOLOMON ISLANDS,SOLOMON SEA,-10.0,159.5,1.2,2.0,,,,,,,,,,
2001.0,1.0,13.0,17.0,33.0,32.3,3.0,1.0,7.7,0.0,EL SALVADOR,EL SALVADOR,13.049,-88.66,0.25,1.0,,,844.0,,,4723.0,753.0,4.0,108226.0,169632.0
1870.0,6.0,24.0,,,,3.0,1.0,,0.0,EGYPT,ALEXANDRIA,36.0,26.0,,1.0,,3.0,,,,,,1.0,,
1993.0,6.0,8.0,13.0,3.0,36.4,4.0,1.0,7.5,0.0,RUSSIA,KAMCHATKA,51.218,157.829,0.1,6.0,-1.0,-0.5,,,,,,,,
1843.0,2.0,17.0,,,,1.0,6.0,,0.0,GUADELOUPE (FRENCH TERRITORY),MARIE-GALANTE ISLAND,15.933,-61.267,,1.0,,,,,,,,,,
2006.0,5.0,3.0,15.0,26.0,40.2,4.0,1.0,8.0,0.0,TONGA,TONGA,-20.187,-174.123,0.27,55.0,,,,,,1.0,,1.0,,
2003.0,9.0,25.0,19.0,50.0,6.3,4.0,1.0,8.3,1.0,JAPAN,HOKKAIDO ISLAND,41.815,143.91,4.4,268.0,,,2.0,,,849.0,90.0,4.0,,
1965.0,9.0,28.0,,,,4.0,6.0,,1.0,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,4.7,1.0,,,355.0,,,,,1.0,,
2020.0,4.0,23.0,,,,4.0,9.0,,0.0,USA,GULF OF MEXICO,,,0.5,1.0,,,,,,,,,,
2017.0,11.0,19.0,22.0,43.0,25.0,4.0,1.0,7.0,0.0,NEW CALEDONIA,LOYALTY ISLANDS,-21.325,168.672,0.37,5.0,,,,,,,,,,
1846.0,3.0,,,,,4.0,1.0,6.9,0.0,JAPAN,SANRIKU,39.5,142.5,2.0,2.0,1.0,1.0,,,,,,,,
1961.0,2.0,26.0,18.0,10.0,48.7,4.0,1.0,7.6,0.0,JAPAN,SEIKAIDO,31.6,131.8,0.65,34.0,,-0.5,2.0,,,7.0,,2.0,170.0,
1860.0,12.0,1.0,,,,2.0,0.0,,0.0,USA,HAWAII,,,3.6,4.0,1.8,1.5,,,,,,1.0,,
1866.0,12.0,20.0,,,,-1.0,9.0,,0.0,USA,"PORT TOWNSEND, WA",,,,1.0,,,,,,,,,,
1828.0,3.0,30.0,12.0,35.0,0.0,-1.0,1.0,8.3,0.0,PERU,CENTRAL PERU,,,,0.0,,,,,,,,,,
1865.0,10.0,8.0,20.0,46.0,,3.0,3.0,6.3,0.0,USA,N. CALIFORNIA,37.2,-121.9,,1.0,,0.5,,,,,0.5,1.0,,
1953.0,9.0,10.0,4.0,6.0,4.1,3.0,1.0,6.3,0.0,CYPRUS,LEVANTIAN SEA,34.741,32.335,,2.0,,2.0,40.0,,,100.0,,2.0,500.0,
1905.0,1.0,16.0,,,,0.0,8.0,,0.0,NORWAY,LOEN,61.866,6.85,40.5,4.0,,,61.0,,,,,2.0,,
1822.0,3.0,20.0,,,,1.0,1.0,,0.0,LEBANON,BEIRUT,,,,0.0,,,,,,,,,,
2021.0,8.0,14.0,12.0,29.0,8.0,4.0,1.0,7.2,0.0,HAITI,PORT-AU-PRINCE,18.408,-73.475,,3.0,,,2248.0,329.0,3.0,12763.0,,4.0,53815.0,83770.0
1804.0,1.0,8.0,,,,1.0,1.0,,0.0,GREECE,"PELOPONNESUS, GREECE",38.2,21.8,,0.0,,,,,,,,,,
1968.0,2.0,19.0,22.0,45.0,45.7,4.0,1.0,7.2,0.0,GREECE,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,1.2,3.0,0.3,3.0,20.0,,,18.0,0.6,1.0,500.0,1951.0
1888.0,3.0,21.0,,,,1.0,1.0,,0.0,INDONESIA,BREUEH ISLAND,5.8,95.0,,1.0,,,,,,,,,,
1964.0,5.0,7.0,7.0,58.0,0.0,4.0,1.0,6.9,0.0,JAPAN,NW. HONSHU ISLAND,40.3,139.0,0.6,35.0,-0.1,0.0,,,,,,2.0,,
1936.0,10.0,27.0,15.0,50.0,0.0,4.0,8.0,,0.0,USA,"LITUYA BAY, AK",58.6,-137.1,149.35,1.0,5.6,4.0,,,,,,,,
1875.0,10.0,12.0,,,,-1.0,9.0,,0.0,USA,N. CALIFORNIA,,,,1.0,,,,,,,,,,
2020.0,5.0,29.0,5.0,30.0,,0.0,4.0,,0.0,INDONESIA,LESSER SUNDA: BALI: IJEN VOLCANO,-8.058,114.242,3.0,1.0,,,1.0,,,,,,,
1886.0,1.0,31.0,,,,1.0,1.0,,0.0,INDONESIA,BANDA ACEH,5.6,95.3,,1.0,,,,,,,,,,
1903.0,9.0,26.0,,,,2.0,1.0,,0.0,CHILE,NORTHERN CHILE,-20.2,-70.15,,1.0,,,,,,,,,,
1931.0,3.0,18.0,8.0,2.0,23.0,2.0,1.0,7.1,0.0,CHILE,CENTRAL CHILE,-32.5,-72.0,,0.0,,,,,,,,,,
1840.0,11.0,11.0,,,,0.0,1.0,5.2,0.0,USA,"PHILADELPHIA, PENNSYLVANIA",39.8,-75.2,,1.0,,,,,,,,,,
1999.0,8.0,17.0,0.0,1.0,39.1,4.0,1.0,7.6,4.0,TURKEY,"KOCAELI, TURKEY",40.76,29.97,2.52,26.0,,,17118.0,,,50000.0,20000.0,4.0,,50000.0
1872.0,3.0,26.0,10.0,30.0,,-1.0,1.0,7.3,1.0,USA,S. CALIFORNIA,36.7,-118.1,,1.0,,,,,,,,,,
1872.0,1.0,22.0,,,,-1.0,9.0,,0.0,USA,HAWAII,,,,1.0,,,,,,,,,,
1908.0,2.0,6.0,,,,3.0,1.0,7.5,0.0,INDONESIA,SW. SUMATRA,-2.0,100.0,1.4,1.0,0.5,1.0,,,,,,,,
1898.0,12.0,3.0,5.0,50.0,,2.0,1.0,,0.0,GREECE,IONIAN ISLANDS,37.75,21.0,,1.0,,3.0,,,,,,1.0,,
1897.0,9.0,20.0,19.0,6.0,,1.0,1.0,8.6,0.0,PHILIPPINES,SULU SEA,6.0,122.0,2.0,1.0,,1.0,,,,,,1.0,,
1914.0,5.0,,,,,2.0,0.0,,0.0,CANADA,GULF OF SAINT LAWRENCE,48.958,-62.133,,4.0,,,,,,,,,,
1995.0,12.0,3.0,18.0,1.0,8.9,4.0,1.0,7.9,0.0,RUSSIA,S. KURIL ISLANDS,44.663,149.3,1.1,37.0,0.1,0.5,,,,,,,,
2009.0,10.0,7.0,22.0,3.0,14.4,4.0,1.0,7.6,0.0,VANUATU,VANUATU ISLANDS,-13.006,166.51,0.29,37.0,,,,,,,,,,
2005.0,1.0,19.0,6.0,11.0,36.4,4.0,1.0,6.6,0.0,JAPAN,E. HONSHU ISLAND,34.064,141.491,0.39,11.0,,,,,,,,,,
1996.0,9.0,5.0,8.0,14.0,14.4,4.0,1.0,6.9,0.0,CHILE,EASTER ISLAND REGION,-22.118,-113.436,0.09,2.0,-3.3,-2.5,,,,,,,,
1892.0,5.0,17.0,12.0,10.0,,3.0,1.0,,0.0,INDONESIA,NORTHEAST SUMATRA,2.5,99.5,,6.0,,1.0,,,,,,2.0,,
1902.0,6.0,6.0,,,,2.0,0.0,,0.0,MARTINIQUE (FRENCH TERRITORY),FORT-DE-FRANCE,14.602,-61.065,,1.0,,,,,,,,,,
1868.0,4.0,20.0,,,,-1.0,0.0,,0.0,USA,HAWAII,,,,0.0,,,,,,,,,,
1823.0,11.0,30.0,,,,4.0,1.0,,0.0,MARTINIQUE (FRENCH TERRITORY),SAINT PIERRE,14.4,-61.0,,1.0,,,,,,,,,,
2010.0,4.0,13.0,,,,0.0,8.0,,0.0,PERU,"513 LAKE, HUALCAN GLACIER",-9.282,-77.645,23.0,1.0,,,1.0,,,,,1.0,50.0,
1819.0,1.0,8.0,11.0,30.0,,2.0,1.0,,0.0,ITALY,GENOA,43.7,8.0,,1.0,,3.0,,,,,,,,
1927.0,6.0,26.0,11.0,20.0,48.0,4.0,1.0,6.0,0.0,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.4,0.7,0.0,-0.5,2.0,,,,,,2.0,,
2003.0,12.0,27.0,16.0,0.0,59.0,4.0,1.0,7.3,0.0,NEW CALEDONIA,LOYALTY ISLANDS,-22.015,169.766,0.15,2.0,,,,,,,,,,
2016.0,12.0,8.0,17.0,38.0,28.0,4.0,1.0,7.8,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.681,161.327,0.43,11.0,,,1.0,,,,,1.0,191.0,126.0
1863.0,8.0,17.0,,,,2.0,1.0,7.5,0.0,VANUATU,VANUATU ISLANDS,-19.0,168.5,,1.0,,1.0,,,,,,,,
2016.0,8.0,12.0,1.0,26.0,28.0,4.0,1.0,7.2,0.0,NEW CALEDONIA,LOYALTY ISLANDS,-22.477,173.117,0.19,1.0,,,,,,,,,,
1924.0,5.0,30.0,,,,-1.0,9.0,,0.0,USA,HAWAII,,,5.0,3.0,2.3,2.0,,,,,,,,
1993.0,8.0,7.0,19.0,42.0,41.9,4.0,1.0,6.3,0.0,JAPAN,JAPAN,41.985,139.839,0.16,1.0,,,,,,,,,,
1965.0,3.0,9.0,17.0,57.0,53.7,3.0,1.0,6.3,0.0,GREECE,AEGEAN SEA,39.4,24.0,,2.0,,,38.0,,,253.0,8.0,3.0,,
1964.0,5.0,19.0,0.0,0.0,0.0,3.0,8.0,,0.0,USA,"LONG ISLAND, NY",40.8,-73.1,0.28,11.0,,,,,,,,,,
1963.0,10.0,12.0,11.0,27.0,0.2,4.0,1.0,7.1,0.0,RUSSIA,S. KURIL ISLANDS,44.426,149.272,0.12,3.0,-3.3,-2.0,,,,,,,,
